iter,loss,event_time
0,0.08274277066240807,3
1,0.06478645873590207,1
2,0.06431398322960223,1
3,0.06384942497098417,1
4,0.06339649661940548,1
5,0.06295695386413513,1
6,0.06243039540484002,3
7,0.0633622203557614,3
8,0.06306597370204882,5
9,0.06413107726509089,3
10,0.06299378588931108,2
11,0.06064966359222852,1
12,0.060321407181155653,1
13,0.06000769774106124,1
14,0.05970850652078637,1
15,0.05942364385715154,1
16,0.05915301489946387,1
17,0.060127658601849286,2
18,0.05996187726326679,2
19,0.05965235968710012,2
20,0.05929433624098787,2
21,0.05890881676018095,2
22,0.058514825932672036,2
23,0.057639049849780806,1
24,0.05785727577162368,2
25,0.05731435825600531,1
26,0.05716741375283206,1
27,0.057030115553981665,1
28,0.05690193561484383,1
29,0.05690414256345599,2
30,0.0566711232506376,1
31,0.056306170886007596,2
32,0.05660978105913386,2
33,0.05638411469567616,1
34,0.056301868727694125,1
35,0.056395541181910196,2
36,0.05615434309798993,1
37,0.056088323123070306,1
38,0.05602698201477148,1
39,0.05596997863553796,1
40,0.05591696195506356,1
41,0.05586761354950396,1
42,0.0562597280668896,2
43,0.05624742233344624,2
44,0.05621951815794086,2
45,0.0557010181311034,1
46,0.05618927750399933,2
47,0.05616859732679103,2
48,0.05560207742864616,1
49,0.056132916772203126,2
50,0.05522945253460758,3
51,0.05610391326182472,2
52,0.055373931214658514,2
53,0.05547223121615165,1
54,0.05607137858161335,2
55,0.05606286769043861,2
56,0.05605534048875714,2
57,0.056048713415921256,2
58,0.05604292892119683,2
59,0.05603803309239477,2
60,0.056034213964488704,2
61,0.054912444069846834,3
62,0.05602785751273204,2
63,0.05602519759639779,2
64,0.056023295496973755,2
65,0.056047108010561356,4
66,0.05562155994320128,3
67,0.05576054613212522,3
68,0.056288599270378804,2
69,0.05637603478247975,2
70,0.056529814885693155,3
71,0.05637316629030406,3
72,0.05736595305608941,2
73,0.05717110300538235,3
74,0.05819850456647177,3
75,0.05894888801027191,8
76,0.05973336074255453,6
77,0.06129531485012696,4
78,0.06603218843832448,7
79,0.0558755560384469,3
80,0.056699014141594006,7
81,0.05060678226331828,4
82,0.05008306445662922,4
83,0.05083913268777645,9
84,0.054049401752048615,2
85,0.05671293126254853,5
86,0.05872941768752933,4
87,0.05769237131335423,3
88,0.05793921299333708,7
89,0.057593478949872316,2
90,0.057339220340059074,2
91,0.05710209239433729,2
92,0.05722492353060392,5
93,0.05625556989911958,4
94,0.05633446779922097,4
95,0.055564317740834986,6
96,0.05421035430014527,8
97,0.05314893323481677,3
98,0.0553197873376263,4
99,0.05385549622795538,8
100,0.05550612757952402,8
101,0.056125131417314254,4
102,0.056715466443737546,4
103,0.05683052067751054,4
104,0.05679657585694506,2
105,0.05684199176347217,2
106,0.056888030940493814,2
107,0.0569158921866364,2
108,0.05694442658861713,2
109,0.0567566201593068,3
110,0.056823345167170886,3
111,0.057001031516717274,2
112,0.05705047500754492,4
113,0.057097797457233666,3
114,0.05707270603820024,2
115,0.057102820733054706,2
116,0.05711676236472089,2
117,0.05713451078578245,2
118,0.05713968782651884,2
119,0.05714762123793927,2
120,0.05713935477662899,2
121,0.05713434627953483,2
122,0.05736428122659559,30
123,0.0572032234448907,3
124,0.057136076852319626,2
125,0.057237319319905625,5
126,0.05715560248634482,2
127,0.05716162226826883,2
128,0.057159045670369855,2
129,0.057147150390214625,2
130,0.05712617088838562,2
131,0.05711614957282359,2
132,0.05687408163099883,5
133,0.057072151576464634,2
134,0.05690712004680337,16
135,0.057042337878726784,2
136,0.05701982522825827,2
137,0.05699532074470976,2
138,0.056967520577230805,2
139,0.05693933843528203,2
140,0.05632044092005725,3
141,0.05688126840805289,2
142,0.056850027322769225,2
143,0.05683879606138478,2
144,0.056232751727333316,3
145,0.056592755367425765,3
146,0.056773240879064595,2
147,0.056613456127709794,3
148,0.0567463837970519,2
149,0.05674787803074682,2
150,0.056732333124458446,4
151,0.056727125393780276,2
152,0.056735340917737374,2
153,0.05673327152427048,2
154,0.05671926489482114,2
155,0.056715741776369594,2
156,0.05672115604020908,2
157,0.05673412093915234,2
158,0.0567291725826148,2
159,0.05672902783955275,2
160,0.05673259714351843,2
161,0.05673893984458611,2
162,0.05674706650221746,2
163,0.0567559318506504,2
164,0.056741541965945205,2
165,0.0567506552200585,2
166,0.05675983914358408,2
167,0.056767464412017785,2
168,0.05669776740272857,6
169,0.05669226899662701,4
170,0.05674334231163568,2
171,0.056729621590170656,2
172,0.05672819627022354,2
173,0.056715874447928666,2
174,0.0567139845072432,2
175,0.05669942269544799,2
176,0.0567922038450856,3
177,0.05665679338536181,4
178,0.056668834476168245,2
179,0.05665671582374474,2
180,0.0566426587177683,2
181,0.056625619893891185,2
182,0.05662660252561126,2
183,0.05662233606850328,2
184,0.05661336796816119,2
185,0.05661043352544415,2
186,0.056603387216758984,2
187,0.05661113132703344,2
188,0.05660929164973559,2
